Session,Channel,Threshold,Model,TP,FP,FN,Precision,Recall,F1,Mean_Latency,Num_Spikes,Num_Ripples
2025-09-24_14-22-55,25,0.6,SVM_4,1,0,263,1.0,0.003787878787878788,0.007547169811320754,77.1333333333314,4,264
2025-09-24_14-22-55,25,0.6,SVM_5,2,0,262,1.0,0.007575757575757576,0.015037593984962407,78.25,7,264
2025-09-24_14-22-55,25,0.6,XGBOOST_1,44,0,220,1.0,0.16666666666666666,0.2857142857142857,40.91590909090758,49,264
2025-09-24_14-22-55,25,0.6,XGBOOST_2,117,3,147,0.975,0.4431818181818182,0.6093749999999999,20.617378917379344,147,264
2025-09-24_14-22-55,25,0.6,XGBOOST_3,98,0,166,1.0,0.3712121212121212,0.5414364640883979,22.405442176870363,114,264
2025-09-24_14-22-55,25,0.6,XGBOOST_4,120,9,144,0.9302325581395349,0.45454545454545453,0.6106870229007634,22.694722222223206,158,264
2025-09-24_14-22-55,25,0.6,XGBOOST_5,101,2,163,0.9805825242718447,0.38257575757575757,0.5504087193460491,23.550495049505347,116,264
2025-09-24_15-13-10,14,0.6,CNN1D_1,25,0,59,1.0,0.2976190476190476,0.4587155963302752,24.617333333336646,25,84
2025-09-24_15-13-10,14,0.6,CNN1D_2,19,0,65,1.0,0.2261904761904762,0.36893203883495146,16.64561403508847,20,84
2025-09-24_15-13-10,14,0.6,CNN1D_3,46,1,38,0.9787234042553191,0.5476190476190477,0.7022900763358778,11.017391304346491,47,84
2025-09-24_15-13-10,14,0.6,CNN1D_4,23,1,61,0.9583333333333334,0.27380952380952384,0.42592592592592593,17.70724637681364,24,84
2025-09-24_15-13-10,14,0.6,CNN1D_5,33,0,51,1.0,0.39285714285714285,0.5641025641025641,17.575757575759503,33,84
2025-09-24_15-13-10,14,0.6,CNN2D_1,28,2,56,0.9333333333333333,0.3333333333333333,0.4912280701754386,8.104761904762304,30,84
2025-09-24_15-13-10,14,0.6,CNN2D_2,9,0,75,1.0,0.10714285714285714,0.19354838709677416,19.877777777772483,9,84
2025-09-24_15-13-10,14,0.6,CNN2D_3,5,0,79,1.0,0.05952380952380952,0.11235955056179775,16.046666666679084,5,84
2025-09-24_15-13-10,14,0.6,CNN2D_4,12,0,72,1.0,0.14285714285714285,0.25,22.316666666668425,12,84
2025-09-24_15-13-10,14,0.6,CNN2D_5,20,0,64,1.0,0.23809523809523808,0.3846153846153846,6.1166666666678795,20,84
2025-09-24_15-13-10,14,0.6,LSTM_1,14,0,70,1.0,0.16666666666666666,0.2857142857142857,48.38809523809453,18,84
2025-09-24_15-13-10,14,0.6,LSTM_2,18,0,66,1.0,0.21428571428571427,0.35294117647058826,39.88703703703706,26,84
2025-09-24_15-13-10,14,0.6,LSTM_3,23,0,61,1.0,0.27380952380952384,0.4299065420560748,37.41884057971212,37,84
2025-09-24_15-13-10,14,0.6,LSTM_4,29,0,55,1.0,0.34523809523809523,0.5132743362831858,38.53563218390709,50,84
2025-09-24_15-13-10,14,0.6,LSTM_5,30,0,54,1.0,0.35714285714285715,0.5263157894736842,26.41888888889225,36,84
2025-09-24_15-13-10,14,0.6,SVM_1,18,0,66,1.0,0.21428571428571427,0.35294117647058826,44.26851851852027,28,84
2025-09-24_15-13-10,14,0.6,SVM_2,29,1,55,0.9666666666666667,0.34523809523809523,0.5087719298245613,40.23333333333684,46,84
2025-09-24_15-13-10,14,0.6,SVM_3,55,13,29,0.8088235294117647,0.6547619047619048,0.7236842105263157,39.44666666666702,112,84
2025-09-24_15-13-10,14,0.6,SVM_4,30,1,54,0.967741935483871,0.35714285714285715,0.5217391304347826,39.22555555555834,49,84
2025-09-24_15-13-10,14,0.6,SVM_5,33,3,51,0.9166666666666666,0.39285714285714285,0.55,37.86161616161751,58,84
2025-09-24_15-13-10,14,0.6,XGBOOST_1,37,0,47,1.0,0.44047619047619047,0.6115702479338843,31.717117117117798,39,84
2025-09-24_15-13-10,14,0.6,XGBOOST_2,58,11,26,0.8405797101449275,0.6904761904761905,0.7581699346405228,27.994252873564967,83,84
2025-09-24_15-13-10,14,0.6,XGBOOST_3,53,4,31,0.9298245614035088,0.6309523809523809,0.7517730496453902,29.015094339623662,67,84
2025-09-24_15-13-10,14,0.6,XGBOOST_4,58,10,26,0.8529411764705882,0.6904761904761905,0.7631578947368423,29.26091954023117,80,84
2025-09-24_15-13-10,14,0.6,XGBOOST_5,50,3,34,0.9433962264150944,0.5952380952380952,0.7299270072992702,29.059333333332457,63,84
2025-09-24_16-29-07,5,0.6,CNN1D_1,12,24,28,0.3333333333333333,0.3,0.3157894736842105,17.41388888889939,39,40
2025-09-24_16-29-07,5,0.6,CNN1D_2,2,1,38,0.6666666666666666,0.05,0.09302325581395349,8.316666666651145,3,40
2025-09-24_16-29-07,5,0.6,CNN1D_3,12,3,28,0.8,0.3,0.4363636363636363,18.00555555555394,15,40
2025-09-24_16-29-07,5,0.6,CNN1D_4,8,4,32,0.6666666666666666,0.2,0.30769230769230765,23.362499999991513,12,40
2025-09-24_16-29-07,5,0.6,CNN1D_5,11,195,29,0.05339805825242718,0.275,0.08943089430894309,14.80606060604191,213,40
2025-09-24_16-29-07,5,0.6,CNN2D_1,15,18,25,0.45454545454545453,0.375,0.410958904109589,9.822222222228431,34,40
2025-09-24_16-29-07,5,0.6,CNN2D_2,1,5,39,0.16666666666666666,0.025,0.04347826086956522,-0.23333333333721384,7,40
2025-09-24_16-29-07,5,0.6,CNN2D_3,1,0,39,1.0,0.025,0.04878048780487806,7.733333333337214,1,40
2025-09-24_16-29-07,5,0.6,CNN2D_4,3,1,37,0.75,0.075,0.13636363636363635,48.71111111108136,4,40
2025-09-24_16-29-07,5,0.6,CNN2D_5,3,1,37,0.75,0.075,0.13636363636363635,10.288888888870133,4,40
2025-09-24_16-29-07,5,0.6,LSTM_1,0,1,40,0.0,0.0,0.0,,1,40
2025-09-24_16-29-07,5,0.6,LSTM_2,5,4,35,0.5555555555555556,0.125,0.20408163265306123,26.219999999989522,13,40
2025-09-24_16-29-07,5,0.6,LSTM_3,4,1,36,0.8,0.1,0.1777777777777778,26.93333333334158,6,40
2025-09-24_16-29-07,5,0.6,LSTM_4,7,2,33,0.7777777777777778,0.175,0.2857142857142857,36.066666666663615,12,40
2025-09-24_16-29-07,5,0.6,LSTM_5,18,0,22,1.0,0.45,0.6206896551724138,20.127777777776917,21,40
2025-09-24_16-29-07,5,0.6,SVM_1,5,5,35,0.5,0.125,0.2,19.460000000003493,23,40
2025-09-24_16-29-07,5,0.6,SVM_2,5,4,35,0.5555555555555556,0.125,0.20408163265306123,28.180000000010477,25,40
2025-09-24_16-29-07,5,0.6,SVM_3,6,7,34,0.46153846153846156,0.15,0.22641509433962265,28.872222222218017,15,40
2025-09-24_16-29-07,5,0.6,SVM_4,7,7,33,0.5,0.175,0.25925925925925924,25.14761904763457,31,40
2025-09-24_16-29-07,5,0.6,SVM_5,8,9,32,0.47058823529411764,0.2,0.2807017543859649,23.15000000001237,38,40
2025-09-24_16-29-07,5,0.6,XGBOOST_1,15,10,25,0.6,0.375,0.4615384615384615,18.160000000008086,26,40
2025-09-24_16-29-07,5,0.6,XGBOOST_2,29,41,11,0.4142857142857143,0.725,0.5272727272727273,19.186206896563935,74,40
2025-09-24_16-29-07,5,0.6,XGBOOST_3,27,24,13,0.5294117647058824,0.675,0.5934065934065933,20.969135802479414,56,40
2025-09-24_16-29-07,5,0.6,XGBOOST_4,28,48,12,0.3684210526315789,0.7,0.48275862068965514,16.916666666675017,83,40
2025-09-24_16-29-07,5,0.6,XGBOOST_5,25,24,15,0.5102040816326531,0.625,0.5617977528089888,17.229333333342066,55,40
2025-09-24_17-38-17,13,0.6,CNN1D_1,5,7,10,0.4166666666666667,0.3333333333333333,0.3703703703703704,35.773333333317076,12,15
2025-09-24_17-38-17,13,0.6,CNN1D_2,2,2,13,0.5,0.13333333333333333,0.2105263157894737,64.33333333343035,3,15
2025-09-24_17-38-17,13,0.6,CNN1D_3,2,13,13,0.13333333333333333,0.13333333333333333,0.13333333333333333,24.183333333321798,16,15
2025-09-24_17-38-17,13,0.6,CNN1D_4,1,4,14,0.2,0.06666666666666667,0.1,35.76666666666688,5,15
2025-09-24_17-38-17,13,0.6,CNN1D_5,5,5,10,0.5,0.3333333333333333,0.4,12.293333333300689,9,15
2025-09-24_17-38-17,13,0.6,CNN2D_1,3,0,12,1.0,0.2,0.33333333333333337,27.05555555555596,3,15
2025-09-24_17-38-17,13,0.6,CNN2D_2,0,1,15,0.0,0.0,0.0,,1,15
2025-09-24_17-38-17,13,0.6,CNN2D_3,0,1,15,0.0,0.0,0.0,,1,15
2025-09-24_17-38-17,13,0.6,CNN2D_4,0,3,15,0.0,0.0,0.0,,3,15
2025-09-24_17-38-17,13,0.6,CNN2D_5,0,0,15,0.0,0.0,0.0,,0,15
2025-09-24_17-38-17,13,0.6,LSTM_1,0,0,15,0.0,0.0,0.0,,0,15
2025-09-24_17-38-17,13,0.6,LSTM_2,1,0,14,1.0,0.06666666666666667,0.125,38.166666666666515,2,15
2025-09-24_17-38-17,13,0.6,LSTM_3,4,0,11,1.0,0.26666666666666666,0.4210526315789474,43.475000000015484,5,15
2025-09-24_17-38-17,13,0.6,LSTM_4,2,9,13,0.18181818181818182,0.13333333333333333,0.15384615384615383,39.26666666668211,12,15
2025-09-24_17-38-17,13,0.6,LSTM_5,5,1,10,0.8333333333333334,0.3333333333333333,0.47619047619047616,43.00000000003447,6,15
2025-09-24_17-38-17,13,0.6,SVM_1,2,0,13,1.0,0.13333333333333333,0.23529411764705882,38.58333333333053,3,15
2025-09-24_17-38-17,13,0.6,SVM_2,3,9,12,0.25,0.2,0.22222222222222224,41.57777777779014,13,15
2025-09-24_17-38-17,13,0.6,SVM_3,5,10,10,0.3333333333333333,0.3333333333333333,0.3333333333333333,32.9200000000229,23,15
2025-09-24_17-38-17,13,0.6,SVM_4,4,8,11,0.3333333333333333,0.26666666666666666,0.2962962962962963,38.67500000001121,14,15
2025-09-24_17-38-17,13,0.6,SVM_5,4,11,11,0.26666666666666666,0.26666666666666666,0.26666666666666666,37.075000000016985,18,15
2025-09-24_17-38-17,13,0.6,XGBOOST_1,5,4,10,0.5555555555555556,0.3333333333333333,0.4166666666666667,39.96000000003687,8,15
2025-09-24_17-38-17,13,0.6,XGBOOST_2,10,19,5,0.3448275862068966,0.6666666666666666,0.4545454545454545,30.839999999978772,32,15
2025-09-24_17-38-17,13,0.6,XGBOOST_3,7,10,8,0.4117647058823529,0.4666666666666667,0.43749999999999994,38.01904761906625,19,15
2025-09-24_17-38-17,13,0.6,XGBOOST_4,9,20,6,0.3103448275862069,0.6,0.4090909090909091,31.98518518516246,32,15
2025-09-24_17-38-17,13,0.6,XGBOOST_5,7,8,8,0.4666666666666667,0.4666666666666667,0.4666666666666667,35.314285714311936,16,15
2025-09-25_11-21-53,21,0.6,CNN1D_1,35,10,167,0.7777777777777778,0.17326732673267325,0.28340080971659914,23.876190476187706,46,202
2025-09-25_11-21-53,21,0.6,CNN1D_2,9,0,193,1.0,0.04455445544554455,0.08530805687203791,17.070370370366113,9,202
2025-09-25_11-21-53,21,0.6,CNN1D_3,52,10,150,0.8387096774193549,0.25742574257425743,0.393939393939394,16.615384615381537,60,202
2025-09-25_11-21-53,21,0.6,CNN1D_4,39,11,163,0.78,0.19306930693069307,0.3095238095238096,26.236752136744308,50,202
2025-09-25_11-21-53,21,0.6,CNN1D_5,47,26,155,0.6438356164383562,0.23267326732673269,0.34181818181818185,11.953900709210776,72,202
2025-09-25_11-21-53,21,0.6,CNN2D_1,86,62,116,0.581081081081081,0.42574257425742573,0.4914285714285714,17.124031007746073,150,202
2025-09-25_11-21-53,21,0.6,CNN2D_2,8,2,194,0.8,0.039603960396039604,0.07547169811320754,35.67083333334813,10,202
2025-09-25_11-21-53,21,0.6,CNN2D_3,4,1,198,0.8,0.019801980198019802,0.03864734299516908,5.999999999985448,5,202
2025-09-25_11-21-53,21,0.6,CNN2D_4,42,22,160,0.65625,0.2079207920792079,0.3157894736842105,18.63412698412486,65,202
2025-09-25_11-21-53,21,0.6,CNN2D_5,39,19,163,0.6724137931034483,0.19306930693069307,0.3,17.69658119656565,58,202
2025-09-25_11-21-53,21,0.6,LSTM_1,7,0,195,1.0,0.034653465346534656,0.06698564593301436,34.39523809521467,12,202
2025-09-25_11-21-53,21,0.6,LSTM_2,15,2,187,0.8823529411764706,0.07425742574257425,0.136986301369863,35.69777777777829,26,202
2025-09-25_11-21-53,21,0.6,LSTM_3,28,3,174,0.9032258064516129,0.13861386138613863,0.24034334763948498,33.98809523809411,54,202
2025-09-25_11-21-53,21,0.6,LSTM_4,38,4,164,0.9047619047619048,0.18811881188118812,0.3114754098360656,31.345614035083265,69,202
2025-09-25_11-21-53,21,0.6,LSTM_5,46,3,156,0.9387755102040817,0.22772277227722773,0.3665338645418327,22.174637681151975,55,202
2025-09-25_11-21-53,21,0.6,SVM_1,0,1,202,0.0,0.0,0.0,,1,202
2025-09-25_11-21-53,21,0.6,SVM_2,4,2,198,0.6666666666666666,0.019801980198019802,0.038461538461538464,40.74166666666133,11,202
2025-09-25_11-21-53,21,0.6,SVM_3,14,10,188,0.5833333333333334,0.06930693069306931,0.12389380530973453,39.97142857141963,40,202
2025-09-25_11-21-53,21,0.6,SVM_4,6,2,196,0.75,0.0297029702970297,0.05714285714285714,35.961111111105616,14,202
2025-09-25_11-21-53,21,0.6,SVM_5,9,4,193,0.6923076923076923,0.04455445544554455,0.08372093023255812,38.39629629629134,20,202
2025-09-25_11-21-53,21,0.6,XGBOOST_1,53,12,149,0.8153846153846154,0.2623762376237624,0.39700374531835203,26.36792452828555,63,202
2025-09-25_11-21-53,21,0.6,XGBOOST_2,113,58,89,0.6608187134502924,0.5594059405940595,0.6058981233243967,24.629498525068836,185,202
2025-09-25_11-21-53,21,0.6,XGBOOST_3,94,37,108,0.7175572519083969,0.46534653465346537,0.5645645645645645,25.220212765951494,134,202
2025-09-25_11-21-53,21,0.6,XGBOOST_4,107,59,95,0.6445783132530121,0.5297029702970297,0.5815217391304348,24.254828660431272,176,202
2025-09-25_11-21-53,21,0.6,XGBOOST_5,96,42,106,0.6956521739130435,0.4752475247524752,0.5647058823529411,24.18020833332389,146,202
2025-09-25_12-52-22,25,0.6,CNN1D_1,5,49,43,0.09259259259259259,0.10416666666666667,0.09803921568627451,42.05333333333692,61,48
2025-09-25_12-52-22,25,0.6,CNN1D_2,0,0,48,0.0,0.0,0.0,,0,48
2025-09-25_12-52-22,25,0.6,CNN1D_3,0,1,48,0.0,0.0,0.0,,1,48
2025-09-25_12-52-22,25,0.6,CNN1D_4,0,4,48,0.0,0.0,0.0,,4,48
2025-09-25_12-52-22,25,0.6,CNN1D_5,2,34,46,0.05555555555555555,0.041666666666666664,0.04761904761904762,63.900000000017826,37,48
2025-09-25_12-52-22,25,0.6,CNN2D_1,0,4,48,0.0,0.0,0.0,,4,48
2025-09-25_12-52-22,25,0.6,CNN2D_2,0,3,48,0.0,0.0,0.0,,3,48
2025-09-25_12-52-22,25,0.6,CNN2D_3,0,0,48,0.0,0.0,0.0,,0,48
2025-09-25_12-52-22,25,0.6,CNN2D_4,0,6,48,0.0,0.0,0.0,,6,48
2025-09-25_12-52-22,25,0.6,CNN2D_5,0,2,48,0.0,0.0,0.0,,2,48
2025-09-25_12-52-22,25,0.6,LSTM_1,0,0,48,0.0,0.0,0.0,,0,48
2025-09-25_12-52-22,25,0.6,LSTM_2,0,20,48,0.0,0.0,0.0,,56,48
2025-09-25_12-52-22,25,0.6,LSTM_3,0,1,48,0.0,0.0,0.0,,6,48
2025-09-25_12-52-22,25,0.6,LSTM_4,0,15,48,0.0,0.0,0.0,,34,48
2025-09-25_12-52-22,25,0.6,LSTM_5,0,1,48,0.0,0.0,0.0,,1,48
2025-09-25_12-52-22,25,0.6,SVM_1,0,1,48,0.0,0.0,0.0,,1,48
2025-09-25_12-52-22,25,0.6,SVM_2,0,1,48,0.0,0.0,0.0,,2,48
2025-09-25_12-52-22,25,0.6,SVM_3,1,18,47,0.05263157894736842,0.020833333333333332,0.02985074626865672,82.73333333339542,29,48
2025-09-25_12-52-22,25,0.6,SVM_4,0,3,48,0.0,0.0,0.0,,3,48
2025-09-25_12-52-22,25,0.6,SVM_5,0,3,48,0.0,0.0,0.0,,6,48
2025-09-25_12-52-22,25,0.6,XGBOOST_1,0,20,48,0.0,0.0,0.0,,20,48
2025-09-25_12-52-22,25,0.6,XGBOOST_2,4,62,44,0.06060606060606061,0.08333333333333333,0.07017543859649122,49.37500000001455,70,48
2025-09-25_12-52-22,25,0.6,XGBOOST_3,2,35,46,0.05405405405405406,0.041666666666666664,0.047058823529411764,41.73333333336632,40,48
2025-09-25_12-52-22,25,0.6,XGBOOST_4,2,57,46,0.03389830508474576,0.041666666666666664,0.03738317757009346,41.73333333336632,65,48
2025-09-25_12-52-22,25,0.6,XGBOOST_5,3,38,45,0.07317073170731707,0.0625,0.06741573033707865,54.211111111125014,44,48
2025-09-25_16-41-14,21,0.6,CNN1D_1,20,0,124,1.0,0.1388888888888889,0.24390243902439027,32.78833333334042,20,144
2025-09-25_16-41-14,21,0.6,CNN1D_2,9,0,135,1.0,0.0625,0.11764705882352941,22.61111111109171,8,144
2025-09-25_16-41-14,21,0.6,CNN1D_3,46,2,98,0.9583333333333334,0.3194444444444444,0.4791666666666667,24.489130434785455,46,144
2025-09-25_16-41-14,21,0.6,CNN1D_4,33,3,111,0.9166666666666666,0.22916666666666666,0.36666666666666664,22.090909090905562,34,144
2025-09-25_16-41-14,21,0.6,CNN1D_5,32,6,112,0.8421052631578947,0.2222222222222222,0.3516483516483516,18.90416666665942,37,144
2025-09-25_16-41-14,21,0.6,CNN2D_1,73,23,71,0.7604166666666666,0.5069444444444444,0.6083333333333333,14.887671232868978,96,144
2025-09-25_16-41-14,21,0.6,CNN2D_2,4,0,140,1.0,0.027777777777777776,0.05405405405405406,23.07500000001164,4,144
2025-09-25_16-41-14,21,0.6,CNN2D_3,4,0,140,1.0,0.027777777777777776,0.05405405405405406,32.77499999997963,3,144
2025-09-25_16-41-14,21,0.6,CNN2D_4,8,0,136,1.0,0.05555555555555555,0.10526315789473684,24.637499999982538,7,144
2025-09-25_16-41-14,21,0.6,CNN2D_5,5,2,139,0.7142857142857143,0.034722222222222224,0.06622516556291391,23.019999999995342,7,144
2025-09-25_16-41-14,21,0.6,LSTM_1,2,0,142,1.0,0.013888888888888888,0.0273972602739726,40.34999999993306,3,144
2025-09-25_16-41-14,21,0.6,LSTM_2,0,0,144,0.0,0.0,0.0,,0,144
2025-09-25_16-41-14,21,0.6,LSTM_3,1,0,143,1.0,0.006944444444444444,0.013793103448275862,37.26666666660458,1,144
2025-09-25_16-41-14,21,0.6,LSTM_4,18,0,126,1.0,0.125,0.2222222222222222,41.26481481480005,27,144
2025-09-25_16-41-14,21,0.6,LSTM_5,37,1,107,0.9736842105263158,0.2569444444444444,0.40659340659340665,25.199999999998663,42,144
2025-09-25_16-41-14,21,0.6,SVM_1,22,8,122,0.7333333333333333,0.1527777777777778,0.25287356321839083,33.11515151514521,51,144
2025-09-25_16-41-14,21,0.6,SVM_2,36,23,108,0.6101694915254238,0.25,0.35467980295566504,29.12222222221721,109,144
2025-09-25_16-41-14,21,0.6,SVM_3,42,49,102,0.46153846153846156,0.2916666666666667,0.35744680851063837,34.28412698412181,138,144
2025-09-25_16-41-14,21,0.6,SVM_4,44,31,100,0.5866666666666667,0.3055555555555556,0.4018264840182649,29.428787878788253,129,144
2025-09-25_16-41-14,21,0.6,SVM_5,46,33,98,0.5822784810126582,0.3194444444444444,0.4125560538116592,29.289130434785836,135,144
2025-09-25_16-41-14,21,0.6,XGBOOST_1,65,27,79,0.7065217391304348,0.4513888888888889,0.5508474576271187,24.456410256409434,100,144
2025-09-25_16-41-14,21,0.6,XGBOOST_2,92,98,52,0.4842105263157895,0.6388888888888888,0.5508982035928144,20.971014492752463,212,144
2025-09-25_16-41-14,21,0.6,XGBOOST_3,84,64,60,0.5675675675675675,0.5833333333333334,0.5753424657534246,21.313888888883888,160,144
2025-09-25_16-41-14,21,0.6,XGBOOST_4,96,101,48,0.4873096446700508,0.6666666666666666,0.563049853372434,20.485069444443678,218,144
2025-09-25_16-41-14,21,0.6,XGBOOST_5,85,70,59,0.5483870967741935,0.5902777777777778,0.5685618729096991,21.806666666662203,167,144
2025-09-22_17-42-27,24,0.7,CNN1D_1,55,6,54,0.9016393442622951,0.5045871559633027,0.6470588235294117,25.302424242426753,63,109
2025-09-22_17-42-27,24,0.7,CNN1D_2,5,0,104,1.0,0.045871559633027525,0.08771929824561404,17.733333333343033,5,109
2025-09-22_17-42-27,24,0.7,CNN1D_3,25,3,84,0.8928571428571429,0.22935779816513763,0.36496350364963503,20.94133333332931,27,109
2025-09-22_17-42-27,24,0.7,CNN1D_4,27,1,82,0.9642857142857143,0.24770642201834864,0.39416058394160586,24.167901234564177,27,109
2025-09-22_17-42-27,24,0.7,CNN1D_5,53,13,56,0.803030303030303,0.48623853211009177,0.6057142857142858,12.35534591194702,66,109
2025-09-22_17-42-27,24,0.7,CNN2D_1,28,2,81,0.9333333333333333,0.25688073394495414,0.4028776978417266,14.05238095238266,31,109
2025-09-22_17-42-27,24,0.7,CNN2D_2,0,0,109,0.0,0.0,0.0,,0,109
2025-09-22_17-42-27,24,0.7,CNN2D_3,0,0,109,0.0,0.0,0.0,,0,109
2025-09-22_17-42-27,24,0.7,CNN2D_4,0,0,109,0.0,0.0,0.0,,0,109
2025-09-22_17-42-27,24,0.7,CNN2D_5,2,0,107,1.0,0.01834862385321101,0.03603603603603604,24.616666666670426,2,109
2025-09-22_17-42-27,24,0.7,LSTM_1,2,0,107,1.0,0.01834862385321101,0.03603603603603604,48.299999999959255,2,109
2025-09-22_17-42-27,24,0.7,LSTM_2,20,0,89,1.0,0.1834862385321101,0.31007751937984496,33.35666666666957,29,109
2025-09-22_17-42-27,24,0.7,LSTM_3,27,1,82,0.9642857142857143,0.24770642201834864,0.39416058394160586,34.888888888887,37,109
2025-09-22_17-42-27,24,0.7,LSTM_4,44,1,65,0.9777777777777777,0.4036697247706422,0.5714285714285715,36.389393939396996,83,109
2025-09-22_17-42-27,24,0.7,LSTM_5,53,2,56,0.9636363636363636,0.48623853211009177,0.6463414634146342,20.650314465408574,62,109
2025-09-22_17-42-27,24,0.7,SVM_1,22,2,87,0.9166666666666666,0.2018348623853211,0.3308270676691729,35.90303030302212,47,109
2025-09-22_17-42-27,24,0.7,SVM_2,26,6,83,0.8125,0.23853211009174313,0.3687943262411348,32.10384615383359,59,109
2025-09-22_17-42-27,24,0.7,SVM_3,30,13,79,0.6976744186046512,0.27522935779816515,0.39473684210526316,33.06888888888558,68,109
2025-09-22_17-42-27,24,0.7,SVM_4,23,7,86,0.7666666666666667,0.21100917431192662,0.3309352517985612,35.221739130420325,50,109
2025-09-22_17-42-27,24,0.7,SVM_5,29,8,80,0.7837837837837838,0.26605504587155965,0.3972602739726028,32.9310344827462,71,109
2025-09-22_17-42-27,24,0.7,XGBOOST_1,44,4,65,0.9166666666666666,0.4036697247706422,0.5605095541401274,21.879545454544356,49,109
2025-09-22_17-42-27,24,0.7,XGBOOST_2,71,27,38,0.7244897959183674,0.6513761467889908,0.6859903381642513,19.153990610329036,103,109
2025-09-22_17-42-27,24,0.7,XGBOOST_3,62,17,47,0.7848101265822784,0.5688073394495413,0.6595744680851064,19.882258064511593,82,109
2025-09-22_17-42-27,24,0.7,XGBOOST_4,71,28,38,0.7171717171717171,0.6513761467889908,0.6826923076923077,20.720657276996373,104,109
2025-09-22_17-42-27,24,0.7,XGBOOST_5,59,15,50,0.7972972972972973,0.5412844036697247,0.6448087431693988,20.822598870053376,77,109
2025-09-22_17-55-26,26,0.7,CNN1D_1,90,5,95,0.9473684210526315,0.4864864864864865,0.6428571428571428,20.76629629629715,107,185
2025-09-22_17-55-26,26,0.7,CNN1D_2,3,0,182,1.0,0.016216216216216217,0.031914893617021274,18.511111111108523,3,185
2025-09-22_17-55-26,26,0.7,CNN1D_3,31,0,154,1.0,0.16756756756756758,0.28703703703703703,20.510752688178577,31,185
2025-09-22_17-55-26,26,0.7,CNN1D_4,39,0,146,1.0,0.21081081081081082,0.3482142857142857,23.521367521369914,38,185
2025-09-22_17-55-26,26,0.7,CNN1D_5,66,6,119,0.9166666666666666,0.3567567567567568,0.5136186770428015,13.070202020204306,72,185
2025-09-22_17-55-26,26,0.7,CNN2D_1,56,0,129,1.0,0.3027027027027027,0.46473029045643155,13.89523809523884,56,185
2025-09-22_17-55-26,26,0.7,CNN2D_2,1,0,184,1.0,0.005405405405405406,0.010752688172043012,11.100000000034925,1,185
2025-09-22_17-55-26,26,0.7,CNN2D_3,0,0,185,0.0,0.0,0.0,,0,185
2025-09-22_17-55-26,26,0.7,CNN2D_4,3,0,182,1.0,0.016216216216216217,0.031914893617021274,31.955555555565905,3,185
2025-09-22_17-55-26,26,0.7,CNN2D_5,1,0,184,1.0,0.005405405405405406,0.010752688172043012,23.63333333330229,1,185
2025-09-22_17-55-26,26,0.7,LSTM_1,3,0,182,1.0,0.016216216216216217,0.031914893617021274,28.811111111135688,4,185
2025-09-22_17-55-26,26,0.7,LSTM_2,39,0,146,1.0,0.21081081081081082,0.3482142857142857,32.625641025639474,57,185
2025-09-22_17-55-26,26,0.7,LSTM_3,45,0,140,1.0,0.24324324324324326,0.391304347826087,33.61259259259342,67,185
2025-09-22_17-55-26,26,0.7,LSTM_4,56,2,129,0.9655172413793104,0.3027027027027027,0.4609053497942387,33.49880952381678,99,185
2025-09-22_17-55-26,26,0.7,LSTM_5,70,0,115,1.0,0.3783783783783784,0.5490196078431372,21.052380952385647,74,185
2025-09-22_17-55-26,26,0.7,SVM_1,18,0,167,1.0,0.0972972972972973,0.17733990147783255,38.75925925926114,30,185
2025-09-22_17-55-26,26,0.7,SVM_2,24,1,161,0.96,0.12972972972972974,0.2285714285714286,38.28333333333467,37,185
2025-09-22_17-55-26,26,0.7,SVM_3,34,5,151,0.8717948717948718,0.1837837837837838,0.30357142857142866,34.83039215686922,54,185
2025-09-22_17-55-26,26,0.7,SVM_4,22,1,163,0.9565217391304348,0.11891891891891893,0.2115384615384616,38.16515151514961,36,185
2025-09-22_17-55-26,26,0.7,SVM_5,29,1,156,0.9666666666666667,0.15675675675675677,0.2697674418604651,36.840229885057035,51,185
2025-09-22_17-55-26,26,0.7,XGBOOST_1,64,3,121,0.9552238805970149,0.34594594594594597,0.5079365079365079,25.33020833333171,69,185
2025-09-22_17-55-26,26,0.7,XGBOOST_2,97,19,88,0.8362068965517241,0.5243243243243243,0.6445182724252492,19.43608247422777,123,185
2025-09-22_17-55-26,26,0.7,XGBOOST_3,87,12,98,0.8787878787878788,0.4702702702702703,0.6126760563380282,22.938314176245566,101,185
2025-09-22_17-55-26,26,0.7,XGBOOST_4,101,20,84,0.8347107438016529,0.5459459459459459,0.6601307189542484,20.408910891090038,128,185
2025-09-22_17-55-26,26,0.7,XGBOOST_5,81,8,104,0.9101123595505618,0.43783783783783786,0.5912408759124088,22.642386831274592,92,185
2025-09-23_15-50-26,28,0.7,CNN1D_1,25,3,114,0.8928571428571429,0.17985611510791366,0.2994011976047904,22.94666666666315,30,139
2025-09-23_15-50-26,28,0.7,CNN1D_2,0,0,139,0.0,0.0,0.0,,0,139
2025-09-23_15-50-26,28,0.7,CNN1D_3,7,0,132,1.0,0.050359712230215826,0.09589041095890412,8.957142857141402,7,139
2025-09-23_15-50-26,28,0.7,CNN1D_4,9,0,130,1.0,0.06474820143884892,0.12162162162162161,19.403703703699446,9,139
