Session,Channel,Threshold,Model,TP,FP,FN,Precision,Recall,F1,Mean_Latency,Num_Spikes,Num_Ripples
2025-09-24_15-13-10,14,0.4,SVM_2,48,11,36,0.8135593220338984,0.5714285714285714,0.6713286713286714,38.76736111111171,97,84
2025-09-24_15-13-10,14,0.4,SVM_3,68,55,16,0.5528455284552846,0.8095238095238095,0.6570048309178743,32.723039215685475,211,84
2025-09-24_15-13-10,14,0.4,SVM_4,49,13,35,0.7903225806451613,0.5833333333333334,0.6712328767123289,38.636734693877344,105,84
2025-09-24_15-13-10,14,0.4,SVM_5,54,16,30,0.7714285714285715,0.6428571428571429,0.7012987012987013,37.03580246913601,132,84
2025-09-24_15-13-10,14,0.4,XGBOOST_1,52,7,32,0.8813559322033898,0.6190476190476191,0.7272727272727274,28.417307692307013,71,84
2025-09-24_15-13-10,14,0.4,XGBOOST_2,72,29,12,0.7128712871287128,0.8571428571428571,0.7783783783783783,23.393981481481347,127,84
2025-09-24_15-13-10,14,0.4,XGBOOST_3,65,17,19,0.7926829268292683,0.7738095238095238,0.783132530120482,23.70410256410132,103,84
2025-09-24_15-13-10,14,0.4,XGBOOST_4,72,29,12,0.7128712871287128,0.8571428571428571,0.7783783783783783,23.39398148148155,127,84
2025-09-24_15-13-10,14,0.4,XGBOOST_5,65,17,19,0.7926829268292683,0.7738095238095238,0.783132530120482,25.21794871794839,101,84
2025-09-24_16-29-07,5,0.4,CNN1D_1,21,86,19,0.19626168224299065,0.525,0.2857142857142857,22.190476190485708,116,40
2025-09-24_16-29-07,5,0.4,CNN1D_2,6,1,34,0.8571428571428571,0.15,0.2553191489361702,14.794444444443153,7,40
2025-09-24_16-29-07,5,0.4,CNN1D_3,22,15,18,0.5945945945945946,0.55,0.5714285714285715,17.031818181805967,37,40
2025-09-24_16-29-07,5,0.4,CNN1D_4,13,10,27,0.5652173913043478,0.325,0.4126984126984127,18.094871794871796,23,40
2025-09-24_16-29-07,5,0.4,CNN1D_5,21,517,19,0.03903345724907063,0.525,0.0726643598615917,25.542857142850444,576,40
2025-09-24_16-29-07,5,0.4,CNN2D_1,17,39,23,0.30357142857142855,0.425,0.35416666666666663,10.97843137255039,58,40
2025-09-24_16-29-07,5,0.4,CNN2D_2,20,143,20,0.12269938650306748,0.5,0.19704433497536947,14.478333333331637,172,40
2025-09-24_16-29-07,5,0.4,CNN2D_3,2,7,38,0.2222222222222222,0.05,0.0816326530612245,3.4499999999970896,9,40
2025-09-24_16-29-07,5,0.4,CNN2D_4,4,4,36,0.5,0.1,0.16666666666666669,30.758333333309565,8,40
2025-09-24_16-29-07,5,0.4,CNN2D_5,5,8,35,0.38461538461538464,0.125,0.18867924528301888,12.706666666647653,13,40
2025-09-24_16-29-07,5,0.4,LSTM_1,2,1,38,0.6666666666666666,0.05,0.09302325581395349,39.066666666675474,4,40
2025-09-24_16-29-07,5,0.4,LSTM_2,13,26,27,0.3333333333333333,0.325,0.32911392405063294,24.51025641025729,58,40
2025-09-24_16-29-07,5,0.4,LSTM_3,15,11,25,0.5769230769230769,0.375,0.45454545454545453,25.10222222222416,38,40
2025-09-24_16-29-07,5,0.4,LSTM_4,15,16,25,0.4838709677419355,0.375,0.4225352112676056,27.43777777778346,46,40
2025-09-24_16-29-07,5,0.4,LSTM_5,20,6,20,0.7692307692307693,0.5,0.6060606060606061,16.168333333333237,26,40
2025-09-24_16-29-07,5,0.4,SVM_1,16,65,24,0.19753086419753085,0.4,0.2644628099173554,16.339583333328605,124,40
2025-09-24_16-29-07,5,0.4,SVM_2,16,25,24,0.3902439024390244,0.4,0.39506172839506176,21.035416666663636,64,40
2025-09-24_16-29-07,5,0.4,SVM_3,11,64,29,0.14666666666666667,0.275,0.19130434782608696,14.863636363633718,103,40
2025-09-24_16-29-07,5,0.4,SVM_4,17,26,23,0.3953488372093023,0.425,0.40963855421686746,19.02745098038725,77,40
2025-09-24_16-29-07,5,0.4,SVM_5,16,25,24,0.3902439024390244,0.4,0.39506172839506176,22.006249999999753,68,40
2025-09-24_16-29-07,5,0.4,XGBOOST_1,25,34,15,0.423728813559322,0.625,0.505050505050505,21.260000000007995,62,40
2025-09-24_16-29-07,5,0.4,XGBOOST_2,32,143,8,0.18285714285714286,0.8,0.29767441860465116,11.110416666671398,190,40
2025-09-24_16-29-07,5,0.4,XGBOOST_3,32,82,8,0.2807017543859649,0.8,0.41558441558441556,11.49270833333582,128,40
2025-09-24_16-29-07,5,0.4,XGBOOST_4,31,143,9,0.1781609195402299,0.775,0.2897196261682243,10.20107526882096,191,40
2025-09-24_16-29-07,5,0.4,XGBOOST_5,32,88,8,0.26666666666666666,0.8,0.4,13.342708333336184,134,40
2025-09-24_17-38-17,13,0.4,CNN1D_1,7,11,8,0.3888888888888889,0.4666666666666667,0.42424242424242425,32.11428571427047,17,15
2025-09-24_17-38-17,13,0.4,CNN1D_2,2,6,13,0.25,0.13333333333333333,0.1739130434782609,64.33333333343035,7,15
2025-09-24_17-38-17,13,0.4,CNN1D_3,5,13,10,0.2777777777777778,0.3333333333333333,0.303030303030303,39.96000000003342,18,15
2025-09-24_17-38-17,13,0.4,CNN1D_4,1,4,14,0.2,0.06666666666666667,0.1,35.76666666666688,5,15
2025-09-24_17-38-17,13,0.4,CNN1D_5,5,9,10,0.35714285714285715,0.3333333333333333,0.3448275862068965,12.293333333300689,14,15
2025-09-24_17-38-17,13,0.4,CNN2D_1,4,2,11,0.6666666666666666,0.26666666666666666,0.3809523809523809,17.983333333332666,6,15
2025-09-24_17-38-17,13,0.4,CNN2D_2,2,14,13,0.125,0.13333333333333333,0.12903225806451615,16.466666666664878,17,15
2025-09-24_17-38-17,13,0.4,CNN2D_3,0,1,15,0.0,0.0,0.0,,1,15
2025-09-24_17-38-17,13,0.4,CNN2D_4,0,3,15,0.0,0.0,0.0,,3,15
2025-09-24_17-38-17,13,0.4,CNN2D_5,2,0,13,1.0,0.13333333333333333,0.23529411764705882,32.33333333331393,1,15
2025-09-24_17-38-17,13,0.4,LSTM_1,1,0,14,1.0,0.06666666666666667,0.125,48.566666666666606,1,15
2025-09-24_17-38-17,13,0.4,LSTM_2,4,3,11,0.5714285714285714,0.26666666666666666,0.36363636363636365,38.475000000011164,10,15
2025-09-24_17-38-17,13,0.4,LSTM_3,4,1,11,0.8,0.26666666666666666,0.4,37.67499999998779,7,15
2025-09-24_17-38-17,13,0.4,LSTM_4,4,13,11,0.23529411764705882,0.26666666666666666,0.25,41.6749999999995,18,15
2025-09-24_17-38-17,13,0.4,LSTM_5,5,3,10,0.625,0.3333333333333333,0.43478260869565216,39.000000000027555,8,15
2025-09-24_17-38-17,13,0.4,SVM_1,4,0,11,1.0,0.26666666666666666,0.4210526315789474,38.27500000001112,6,15
2025-09-24_17-38-17,13,0.4,SVM_2,5,15,10,0.25,0.3333333333333333,0.28571428571428575,30.52000000002399,28,15
2025-09-24_17-38-17,13,0.4,SVM_3,5,51,10,0.08928571428571429,0.3333333333333333,0.14084507042253522,29.400000000021738,78,15
2025-09-24_17-38-17,13,0.4,SVM_4,5,18,10,0.21739130434782608,0.3333333333333333,0.26315789473684204,30.36000000002632,33,15
2025-09-24_17-38-17,13,0.4,SVM_5,5,20,10,0.2,0.3333333333333333,0.25,25.880000000021663,36,15
2025-09-24_17-38-17,13,0.4,XGBOOST_1,8,10,7,0.4444444444444444,0.5333333333333333,0.4848484848484848,35.76666666664204,19,15
2025-09-24_17-38-17,13,0.4,XGBOOST_2,12,68,3,0.15,0.8,0.2526315789473684,22.79722222220755,88,15
2025-09-24_17-38-17,13,0.4,XGBOOST_3,9,30,6,0.23076923076923078,0.6,0.33333333333333337,28.44074074071543,42,15
2025-09-24_17-38-17,13,0.4,XGBOOST_4,13,69,2,0.15853658536585366,0.8666666666666667,0.2680412371134021,25.615384615370587,88,15
2025-09-24_17-38-17,13,0.4,XGBOOST_5,9,32,6,0.21951219512195122,0.6,0.32142857142857145,30.562962962935064,43,15
2025-09-25_11-21-53,21,0.4,CNN1D_1,64,32,138,0.6666666666666666,0.31683168316831684,0.4295302013422819,21.804687499996078,103,202
2025-09-25_11-21-53,21,0.4,CNN1D_2,28,2,174,0.9333333333333333,0.13861386138613863,0.24137931034482765,14.046428571413603,29,202
2025-09-25_11-21-53,21,0.4,CNN1D_3,86,33,116,0.7226890756302521,0.42574257425742573,0.5358255451713395,12.85852713177629,119,202
2025-09-25_11-21-53,21,0.4,CNN1D_4,56,34,146,0.6222222222222222,0.27722772277227725,0.3835616438356165,22.544047619044445,89,202
2025-09-25_11-21-53,21,0.4,CNN1D_5,60,54,142,0.5263157894736842,0.297029702970297,0.379746835443038,12.204999999992651,117,202
2025-09-25_11-21-53,21,0.4,CNN2D_1,92,78,110,0.5411764705882353,0.45544554455445546,0.4946236559139785,15.52971014492319,173,202
2025-09-25_11-21-53,21,0.4,CNN2D_2,67,107,135,0.3850574712643678,0.3316831683168317,0.3563829787234043,23.353731343287013,184,202
2025-09-25_11-21-53,21,0.4,CNN2D_3,21,19,181,0.525,0.10396039603960396,0.17355371900826447,25.7079365079366,39,202
2025-09-25_11-21-53,21,0.4,CNN2D_4,77,60,125,0.5620437956204379,0.3811881188118812,0.4542772861356932,15.322077922072479,141,202
2025-09-25_11-21-53,21,0.4,CNN2D_5,80,90,122,0.47058823529411764,0.39603960396039606,0.4301075268817204,15.050833333329683,171,202
2025-09-25_11-21-53,21,0.4,LSTM_1,26,0,176,1.0,0.12871287128712872,0.22807017543859648,33.50384615383462,43,202
2025-09-25_11-21-53,21,0.4,LSTM_2,33,9,169,0.7857142857142857,0.16336633663366337,0.2704918032786885,31.772727272710295,55,202
2025-09-25_11-21-53,21,0.4,LSTM_3,50,19,152,0.7246376811594203,0.24752475247524752,0.36900369003690037,29.703333333330665,111,202
2025-09-25_11-21-53,21,0.4,LSTM_4,64,16,138,0.8,0.31683168316831684,0.45390070921985815,29.651562499993133,124,202
2025-09-25_11-21-53,21,0.4,LSTM_5,66,11,136,0.8571428571428571,0.32673267326732675,0.47311827956989255,19.77878787877688,82,202
2025-09-25_11-21-53,21,0.4,SVM_1,2,2,200,0.5,0.009900990099009901,0.019417475728155338,37.466666666659876,7,202
2025-09-25_11-21-53,21,0.4,SVM_2,16,14,186,0.5333333333333333,0.07920792079207921,0.13793103448275865,39.718750000005,43,202
2025-09-25_11-21-53,21,0.4,SVM_3,32,47,170,0.4050632911392405,0.15841584158415842,0.2277580071174377,42.3541666666697,132,202
2025-09-25_11-21-53,21,0.4,SVM_4,20,19,182,0.5128205128205128,0.09900990099009901,0.16597510373443985,36.84499999999425,60,202
2025-09-25_11-21-53,21,0.4,SVM_5,27,24,175,0.5294117647058824,0.13366336633663367,0.21343873517786563,40.53086419752664,76,202
2025-09-25_11-21-53,21,0.4,XGBOOST_1,88,32,114,0.7333333333333333,0.43564356435643564,0.5465838509316769,24.826136363629097,124,202
2025-09-25_11-21-53,21,0.4,XGBOOST_2,148,174,54,0.45962732919254656,0.7326732673267327,0.5648854961832062,21.797072072068854,386,202
2025-09-25_11-21-53,21,0.4,XGBOOST_3,135,117,67,0.5357142857142857,0.6683168316831684,0.5947136563876653,22.434320987650885,288,202
2025-09-25_11-21-53,21,0.4,XGBOOST_4,151,183,51,0.45209580838323354,0.7475247524752475,0.5634328358208954,21.62626931566955,396,202
2025-09-25_11-21-53,21,0.4,XGBOOST_5,134,113,68,0.5425101214574899,0.6633663366336634,0.5968819599109131,22.492039800988437,274,202
2025-09-25_12-52-22,25,0.4,CNN1D_1,8,92,40,0.08,0.16666666666666666,0.10810810810810811,41.016666666665515,119,48
2025-09-25_12-52-22,25,0.4,CNN1D_2,0,0,48,0.0,0.0,0.0,,0,48
2025-09-25_12-52-22,25,0.4,CNN1D_3,1,4,47,0.2,0.020833333333333332,0.03773584905660377,1.0333333333255723,5,48
2025-09-25_12-52-22,25,0.4,CNN1D_4,0,8,48,0.0,0.0,0.0,,8,48
2025-09-25_12-52-22,25,0.4,CNN1D_5,7,65,41,0.09722222222222222,0.14583333333333334,0.11666666666666665,63.7666666666711,74,48
2025-09-25_12-52-22,25,0.4,CNN2D_1,0,5,48,0.0,0.0,0.0,,6,48
2025-09-25_12-52-22,25,0.4,CNN2D_2,0,31,48,0.0,0.0,0.0,,31,48
2025-09-25_12-52-22,25,0.4,CNN2D_3,0,0,48,0.0,0.0,0.0,,0,48
2025-09-25_12-52-22,25,0.4,CNN2D_4,0,9,48,0.0,0.0,0.0,,9,48
2025-09-25_12-52-22,25,0.4,CNN2D_5,0,4,48,0.0,0.0,0.0,,4,48
2025-09-25_12-52-22,25,0.4,LSTM_1,0,2,48,0.0,0.0,0.0,,4,48
2025-09-25_12-52-22,25,0.4,LSTM_2,1,43,47,0.022727272727272728,0.020833333333333332,0.021739130434782608,-17.699999999953434,94,48
2025-09-25_12-52-22,25,0.4,LSTM_3,0,11,48,0.0,0.0,0.0,,25,48
2025-09-25_12-52-22,25,0.4,LSTM_4,0,30,48,0.0,0.0,0.0,,63,48
2025-09-25_12-52-22,25,0.4,LSTM_5,1,3,47,0.25,0.020833333333333332,0.038461538461538464,77.3666666666686,6,48
2025-09-25_12-52-22,25,0.4,SVM_1,0,1,48,0.0,0.0,0.0,,1,48
2025-09-25_12-52-22,25,0.4,SVM_2,0,4,48,0.0,0.0,0.0,,8,48
2025-09-25_12-52-22,25,0.4,SVM_3,5,51,43,0.08928571428571429,0.10416666666666667,0.09615384615384615,72.53333333334012,72,48
2025-09-25_12-52-22,25,0.4,SVM_4,0,5,48,0.0,0.0,0.0,,12,48
2025-09-25_12-52-22,25,0.4,SVM_5,0,9,48,0.0,0.0,0.0,,15,48
2025-09-25_12-52-22,25,0.4,XGBOOST_1,1,46,47,0.02127659574468085,0.020833333333333332,0.021052631578947368,74.73333333339542,51,48
2025-09-25_12-52-22,25,0.4,XGBOOST_2,13,165,35,0.07303370786516854,0.2708333333333333,0.11504424778761062,48.84358974358894,203,48
2025-09-25_12-52-22,25,0.4,XGBOOST_3,7,94,41,0.06930693069306931,0.14583333333333334,0.09395973154362416,45.05238095238591,109,48
2025-09-25_12-52-22,25,0.4,XGBOOST_4,13,160,35,0.07514450867052024,0.2708333333333333,0.11764705882352942,46.874358974357726,196,48
2025-09-25_12-52-22,25,0.4,XGBOOST_5,9,112,39,0.0743801652892562,0.1875,0.10650887573964499,45.11481481481274,129,48
2025-09-25_16-41-14,21,0.4,CNN1D_1,39,6,105,0.8666666666666667,0.2708333333333333,0.41269841269841273,28.977777777769518,53,144
2025-09-25_16-41-14,21,0.4,CNN1D_2,23,1,121,0.9583333333333334,0.1597222222222222,0.2738095238095238,19.81449275361893,23,144
2025-09-25_16-41-14,21,0.4,CNN1D_3,61,11,83,0.8472222222222222,0.4236111111111111,0.5648148148148149,19.030054644806516,72,144
2025-09-25_16-41-14,21,0.4,CNN1D_4,42,8,102,0.84,0.2916666666666667,0.4329896907216495,19.413492063492455,48,144
2025-09-25_16-41-14,21,0.4,CNN1D_5,51,11,93,0.8225806451612904,0.3541666666666667,0.4951456310679612,22.004575163393348,64,144
2025-09-25_16-41-14,21,0.4,CNN2D_1,78,29,66,0.7289719626168224,0.5416666666666666,0.6215139442231076,15.160683760676385,107,144
2025-09-25_16-41-14,21,0.4,CNN2D_2,53,26,91,0.6708860759493671,0.3680555555555556,0.47533632286995514,19.94905660377117,81,144
2025-09-25_16-41-14,21,0.4,CNN2D_3,12,1,132,0.9230769230769231,0.08333333333333333,0.15286624203821658,30.688888888878864,11,144
2025-09-25_16-41-14,21,0.4,CNN2D_4,20,2,124,0.9090909090909091,0.1388888888888889,0.24096385542168675,20.49666666666453,22,144
2025-09-25_16-41-14,21,0.4,CNN2D_5,11,3,133,0.7857142857142857,0.0763888888888889,0.13924050632911392,22.05151515151242,14,144
2025-09-25_16-41-14,21,0.4,LSTM_1,8,0,136,1.0,0.05555555555555555,0.10526315789473684,29.112499999995634,14,144
2025-09-25_16-41-14,21,0.4,LSTM_2,11,2,133,0.8461538461538461,0.0763888888888889,0.14012738853503184,33.024242424226195,16,144
2025-09-25_16-41-14,21,0.4,LSTM_3,21,1,123,0.9545454545454546,0.14583333333333334,0.2530120481927711,38.92539682539272,34,144
2025-09-25_16-41-14,21,0.4,LSTM_4,31,4,113,0.8857142857142857,0.2152777777777778,0.34636871508379896,36.1989247311745,63,144
2025-09-25_16-41-14,21,0.4,LSTM_5,61,8,83,0.8840579710144928,0.4236111111111111,0.5727699530516432,22.520218579228356,77,144
2025-09-25_16-41-14,21,0.4,SVM_1,41,28,103,0.5942028985507246,0.2847222222222222,0.3849765258215962,27.47317073170753,144,144
2025-09-25_16-41-14,21,0.4,SVM_2,57,69,87,0.4523809523809524,0.3958333333333333,0.4222222222222222,26.18771929824684,263,144
2025-09-25_16-41-14,21,0.4,SVM_3,59,116,85,0.33714285714285713,0.4097222222222222,0.3699059561128527,30.189830508468855,275,144
2025-09-25_16-41-14,21,0.4,SVM_4,64,76,80,0.45714285714285713,0.4444444444444444,0.4507042253521127,25.63854166666988,301,144
2025-09-25_16-41-14,21,0.4,SVM_5,67,82,77,0.44966442953020136,0.4652777777777778,0.4573378839590444,25.823383084577188,316,144
2025-09-25_16-41-14,21,0.4,XGBOOST_1,90,69,54,0.5660377358490566,0.625,0.594059405940594,21.18518518517974,173,144
2025-09-25_16-41-14,21,0.4,XGBOOST_2,119,207,25,0.36503067484662577,0.8263888888888888,0.5063829787234043,15.2753501400511,373,144
2025-09-25_16-41-14,21,0.4,XGBOOST_3,110,134,34,0.45081967213114754,0.7638888888888888,0.5670103092783505,17.916666666663183,272,144
2025-09-25_16-41-14,21,0.4,XGBOOST_4,115,223,29,0.34023668639053256,0.7986111111111112,0.4771784232365145,16.540579710140793,382,144
2025-09-25_16-41-14,21,0.4,XGBOOST_5,107,133,37,0.44583333333333336,0.7430555555555556,0.5572916666666667,18.321806853574675,268,144
2025-09-22_17-42-27,24,0.5,CNN1D_1,69,19,40,0.7840909090909091,0.6330275229357798,0.7005076142131978,19.80241545894263,96,109
2025-09-22_17-42-27,24,0.5,CNN1D_2,13,0,96,1.0,0.11926605504587157,0.21311475409836067,11.82564102565028,13,109
2025-09-22_17-42-27,24,0.5,CNN1D_3,43,7,66,0.86,0.3944954128440367,0.5408805031446542,14.982945736433214,48,109
2025-09-22_17-42-27,24,0.5,CNN1D_4,41,4,68,0.9111111111111111,0.3761467889908257,0.5324675324675324,20.89918699186735,44,109
2025-09-22_17-42-27,24,0.5,CNN1D_5,61,24,48,0.7176470588235294,0.5596330275229358,0.6288659793814433,10.222950819671064,87,109
2025-09-22_17-42-27,24,0.5,CNN2D_1,37,2,72,0.9487179487179487,0.3394495412844037,0.5,16.869369369369156,39,109
2025-09-22_17-42-27,24,0.5,CNN2D_2,10,3,99,0.7692307692307693,0.09174311926605505,0.16393442622950818,20.72000000000844,13,109
2025-09-22_17-42-27,24,0.5,CNN2D_3,0,0,109,0.0,0.0,0.0,,0,109
2025-09-22_17-42-27,24,0.5,CNN2D_4,0,0,109,0.0,0.0,0.0,,0,109
2025-09-22_17-42-27,24,0.5,CNN2D_5,4,0,105,1.0,0.03669724770642202,0.07079646017699115,25.983333333339942,4,109
2025-09-22_17-42-27,24,0.5,LSTM_1,24,1,85,0.96,0.22018348623853212,0.35820895522388063,37.45277777777611,36,109
2025-09-22_17-42-27,24,0.5,LSTM_2,44,11,65,0.8,0.4036697247706422,0.5365853658536586,32.378787878790305,85,109
2025-09-22_17-42-27,24,0.5,LSTM_3,59,5,50,0.921875,0.5412844036697247,0.6820809248554913,32.98587570621634,124,109
2025-09-22_17-42-27,24,0.5,LSTM_4,56,10,53,0.8484848484848485,0.5137614678899083,0.64,29.62559523809523,126,109
2025-09-22_17-42-27,24,0.5,LSTM_5,63,6,46,0.9130434782608695,0.5779816513761468,0.7078651685393258,17.704761904763863,73,109
2025-09-22_17-42-27,24,0.5,SVM_1,39,10,70,0.7959183673469388,0.3577981651376147,0.4936708860759494,31.570085470078855,92,109
2025-09-22_17-42-27,24,0.5,SVM_2,47,21,62,0.6911764705882353,0.43119266055045874,0.5310734463276836,29.337588652477628,127,109
2025-09-22_17-42-27,24,0.5,SVM_3,48,44,61,0.5217391304347826,0.44036697247706424,0.47761194029850745,27.3812500000026,151,109
2025-09-22_17-42-27,24,0.5,SVM_4,45,20,64,0.6923076923076923,0.41284403669724773,0.5172413793103449,29.53407407406901,112,109
2025-09-22_17-42-27,24,0.5,SVM_5,48,28,61,0.631578947368421,0.44036697247706424,0.518918918918919,28.574305555552616,140,109
2025-09-22_17-42-27,24,0.5,XGBOOST_1,56,17,53,0.7671232876712328,0.5137614678899083,0.6153846153846154,19.86488095237899,75,109
2025-09-22_17-42-27,24,0.5,XGBOOST_2,80,86,29,0.4819277108433735,0.7339449541284404,0.5818181818181819,13.46208333333509,179,109
2025-09-22_17-42-27,24,0.5,XGBOOST_3,75,52,34,0.5905511811023622,0.6880733944954128,0.635593220338983,16.915111111112807,138,109
2025-09-22_17-42-27,24,0.5,XGBOOST_4,81,94,28,0.46285714285714286,0.7431192660550459,0.5704225352112676,13.5427983539112,190,109
2025-09-22_17-42-27,24,0.5,XGBOOST_5,73,52,36,0.584,0.6697247706422018,0.6239316239316239,16.856621004569767,133,109
2025-09-22_17-55-26,26,0.5,CNN1D_1,115,20,70,0.8518518518518519,0.6216216216216216,0.7187499999999999,17.46492753623197,148,185
2025-09-22_17-55-26,26,0.5,CNN1D_2,15,0,170,1.0,0.08108108108108109,0.15,26.315555555571578,14,185
2025-09-22_17-55-26,26,0.5,CNN1D_3,55,3,130,0.9482758620689655,0.2972972972972973,0.45267489711934156,18.703030303031515,56,185
2025-09-22_17-55-26,26,0.5,CNN1D_4,54,0,131,1.0,0.2918918918918919,0.4518828451882845,21.600000000004943,53,185
2025-09-22_17-55-26,26,0.5,CNN1D_5,92,29,93,0.7603305785123967,0.4972972972972973,0.6013071895424837,12.822101449276449,122,185
2025-09-22_17-55-26,26,0.5,CNN2D_1,70,1,115,0.9859154929577465,0.3783783783783784,0.546875,11.682380952378974,72,185
2025-09-22_17-55-26,26,0.5,CNN2D_2,19,1,166,0.95,0.10270270270270271,0.18536585365853658,24.17719298247405,19,185
2025-09-22_17-55-26,26,0.5,CNN2D_3,2,0,183,1.0,0.010810810810810811,0.021390374331550804,20.08333333331393,2,185
2025-09-22_17-55-26,26,0.5,CNN2D_4,8,0,177,1.0,0.043243243243243246,0.08290155440414508,27.237500000013824,8,185
2025-09-22_17-55-26,26,0.5,CNN2D_5,8,0,177,1.0,0.043243243243243246,0.08290155440414508,24.254166666668425,8,185
2025-09-22_17-55-26,26,0.5,LSTM_1,33,0,152,1.0,0.1783783783783784,0.30275229357798167,33.38787878788461,45,185
2025-09-22_17-55-26,26,0.5,LSTM_2,71,9,114,0.8875,0.3837837837837838,0.5358490566037736,30.642253521122566,131,185
2025-09-22_17-55-26,26,0.5,LSTM_3,94,6,91,0.94,0.5081081081081081,0.6596491228070175,31.819148936169817,177,185
2025-09-22_17-55-26,26,0.5,LSTM_4,92,6,93,0.9387755102040817,0.4972972972972973,0.6501766784452297,29.468840579709013,194,185
2025-09-22_17-55-26,26,0.5,LSTM_5,102,1,83,0.9902912621359223,0.5513513513513514,0.7083333333333334,19.92777777777858,117,185
2025-09-22_17-55-26,26,0.5,SVM_1,32,1,153,0.9696969696969697,0.17297297297297298,0.29357798165137616,36.60208333333395,58,185
2025-09-22_17-55-26,26,0.5,SVM_2,44,5,141,0.8979591836734694,0.23783783783783785,0.3760683760683761,33.54090909091424,96,185
2025-09-22_17-55-26,26,0.5,SVM_3,61,24,124,0.7176470588235294,0.32972972972972975,0.45185185185185184,33.466120218574986,115,185
2025-09-22_17-55-26,26,0.5,SVM_4,47,7,138,0.8703703703703703,0.25405405405405407,0.39330543933054396,34.41489361702774,99,185
2025-09-22_17-55-26,26,0.5,SVM_5,51,7,134,0.8793103448275862,0.2756756756756757,0.4197530864197531,33.354901960786535,113,185
2025-09-22_17-55-26,26,0.5,XGBOOST_1,87,10,98,0.8969072164948454,0.4702702702702703,0.6170212765957448,21.731800766282994,102,185
2025-09-22_17-55-26,26,0.5,XGBOOST_2,128,74,57,0.6336633663366337,0.6918918918918919,0.661498708010336,15.646093750002677,212,185
2025-09-22_17-55-26,26,0.5,XGBOOST_3,109,37,76,0.7465753424657534,0.5891891891891892,0.6586102719033233,18.150152905200965,153,185
2025-09-22_17-55-26,26,0.5,XGBOOST_4,129,74,56,0.6354679802955665,0.6972972972972973,0.6649484536082474,14.540826873387916,216,185
2025-09-22_17-55-26,26,0.5,XGBOOST_5,108,37,77,0.7448275862068966,0.5837837837837838,0.6545454545454547,18.927160493827042,150,185
2025-09-23_15-50-26,28,0.5,CNN1D_1,53,13,86,0.803030303030303,0.381294964028777,0.5170731707317073,21.772955974843292,70,139
2025-09-23_15-50-26,28,0.5,CNN1D_2,2,0,137,1.0,0.014388489208633094,0.028368794326241138,10.4499999999789,2,139
2025-09-23_15-50-26,28,0.5,CNN1D_3,18,0,121,1.0,0.12949640287769784,0.22929936305732482,8.066666666658218,18,139
2025-09-23_15-50-26,28,0.5,CNN1D_4,16,1,123,0.9411764705882353,0.11510791366906475,0.20512820512820515,17.362499999999045,17,139
2025-09-23_15-50-26,28,0.5,CNN1D_5,50,48,89,0.5102040816326531,0.3597122302158273,0.4219409282700422,13.878000000000757,99,139
2025-09-23_15-50-26,28,0.5,CNN2D_1,54,5,85,0.9152542372881356,0.38848920863309355,0.5454545454545455,11.610493827163534,59,139
2025-09-23_15-50-26,28,0.5,CNN2D_2,9,3,130,0.75,0.06474820143884892,0.11920529801324503,14.674074074057797,12,139
2025-09-23_15-50-26,28,0.5,CNN2D_3,0,0,139,0.0,0.0,0.0,,0,139
2025-09-23_15-50-26,28,0.5,CNN2D_4,2,1,137,0.6666666666666666,0.014388489208633094,0.02816901408450704,6.833333333339397,3,139
2025-09-23_15-50-26,28,0.5,CNN2D_5,4,0,135,1.0,0.02877697841726619,0.055944055944055944,16.12500000000273,3,139
2025-09-23_15-50-26,28,0.5,LSTM_1,14,1,125,0.9333333333333333,0.10071942446043165,0.18181818181818182,34.1380952380892,25,139
2025-09-23_15-50-26,28,0.5,LSTM_2,28,17,111,0.6222222222222222,0.2014388489208633,0.30434782608695654,29.17500000000395,57,139
2025-09-23_15-50-26,28,0.5,LSTM_3,49,13,90,0.7903225806451613,0.35251798561151076,0.4875621890547263,28.47551020407965,96,139
2025-09-23_15-50-26,28,0.5,LSTM_4,55,13,84,0.8088235294117647,0.39568345323741005,0.5314009661835749,27.183636363638687,93,139
2025-09-23_15-50-26,28,0.5,LSTM_5,60,6,79,0.9090909090909091,0.4316546762589928,0.5853658536585364,16.689999999996324,71,139
2025-09-23_15-50-26,28,0.5,SVM_1,40,32,99,0.5555555555555556,0.28776978417266186,0.3791469194312796,26.54166666666879,126,139
2025-09-23_15-50-26,28,0.5,SVM_2,55,66,84,0.45454545454545453,0.39568345323741005,0.4230769230769231,23.399393939396397,204,139
2025-09-23_15-50-26,28,0.5,SVM_3,50,97,89,0.3401360544217687,0.3597122302158273,0.3496503496503497,26.16000000000382,201,139
2025-09-23_15-50-26,28,0.5,SVM_4,56,72,83,0.4375,0.4028776978417266,0.41947565543071164,23.244642857147905,219,139
2025-09-23_15-50-26,28,0.5,SVM_5,60,83,79,0.4195804195804196,0.4316546762589928,0.425531914893617,22.198888888894697,252,139
2025-09-23_15-50-26,28,0.5,XGBOOST_1,68,31,71,0.6868686868686869,0.4892086330935252,0.5714285714285714,16.500000000000668,101,139
2025-09-23_15-50-26,28,0.5,XGBOOST_2,108,171,31,0.3870967741935484,0.7769784172661871,0.5167464114832536,13.472530864198605,297,139
